op_nr,time
2145,2378
2146,2638
2147,2864
2148,2678
2149,5610
2150,4211
2151,6137
2152,5975
2153,5400
2154,5989
2155,8956
2156,7775
2157,8128
2158,5629
2159,9473
2160,3130
2161,3148
2162,2435
2163,2340
2164,2384
2165,2469
2166,2470
2167,2345
2168,2767
2169,3462
2170,5841
2171,2558
2172,2801
2173,2710
2174,2403
2175,2381
2176,4715
2177,2260
2178,2283
2179,2167
2180,2348
2181,2265
2182,2269
2183,2198
2184,3602
2185,2497
2186,5260
2187,2383
2188,2525
2189,2343
2190,2250
2191,2452
2192,2263
2193,4316
2194,2298
2195,2654
2196,2247
2197,2131
2198,3347
2199,2378
2200,2300
2201,2300
2202,2188
2203,2166
2204,2215
2205,2177
2206,2207
2207,2238
2208,2256
2209,2213
2210,3379
2211,2157
2212,3631
2213,2269
2214,2056
2215,2084
2216,2090
2217,4954
2218,2115
2219,2520
2220,3084
2221,9265
2222,4008
2223,5620
2224,13048
2225,4237
2226,3923
2227,21953
2228,6074
2229,3546
2230,2531
2231,3248
2232,2762
2233,6756
2234,6577
2235,3012
2236,6945
2237,3034
2238,3529
2239,3538
2240,2784
2241,6567
2242,8670
2243,6550
2244,11529
2245,6700
2246,6247
2247,6226
2248,6170
2249,3544
2250,6147
2251,3492
2252,7630
2253,3200
2254,6140
2255,6037
2256,6298
2257,6070
2258,6104
2259,3846
2260,3648
2261,10141
2262,5868
2263,5842
2264,5910
2265,3285
2266,2606
2267,5711
2268,5769
2269,6380
2270,3367
2271,5817
2272,6215
2273,6889
2274,3633
2275,6624
2276,8809
2277,6663
2278,13681
2279,2247
2280,6195
2281,2793
2282,5739
2283,5500
2284,5818
2285,3538
2286,1981
2287,5742
2288,5806
2289,5490
2290,3196
2291,5751
2292,5864
2293,5828
2294,6479
2295,13420
2296,4868
2297,4958
2298,5817
2299,3929
2300,4748
2301,4123
2302,3386
2303,4701
2304,2970
2305,3083
2306,5547
2307,3358
2308,2829
2309,1913
2310,2512
2311,6103
